name,level,city,county,state,country,lat,long,population,url,aggregate,tz,2020-04-10,2020-04-11
"Sibley County, Minnesota, United States",county,,Sibley County,Minnesota,United States,44.5869425,-94.198764,14865,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,1,1
"Redwood County, Minnesota, United States",county,,Redwood County,Minnesota,United States,44.446792,-95.23032049999999,15170,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,1,1
"Goodhue County, Minnesota, United States",county,,Goodhue County,Minnesota,United States,44.45429331991605,-92.6415845,46340,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,14,14
"Lincoln County, Minnesota, United States",county,,Lincoln County,Minnesota,United States,44.413984794736095,-96.26567714980885,5639,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,2,2
"Lyon County, Minnesota, United States",county,,Lyon County,Minnesota,United States,44.413008,-95.843241,25474,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,5,5
"Le Sueur County, Minnesota, United States",county,,Le Sueur County,Minnesota,United States,44.3698665,-93.77478199999999,28887,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,20,20
"Rice County, Minnesota, United States",county,,Rice County,Minnesota,United States,44.37007,-93.28235799999999,66972,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,4,4
"Brown County, Minnesota, United States",county,,Brown County,Minnesota,United States,44.303117,-94.73881349999999,25008,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,7,7
"Nicollet County, Minnesota, United States",county,,Nicollet County,Minnesota,United States,44.3057155,-94.357191,34274,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,6,6
"Wabasha County, Minnesota, United States",county,,Wabasha County,Minnesota,United States,44.2811545,-92.20463197135125,21627,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,6,6
"Blue Earth County, Minnesota, United States",county,,Blue Earth County,Minnesota,United States,44.056174,-94.069746,67653,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,22,22
"Pipestone County, Minnesota, United States",county,,Pipestone County,Minnesota,United States,44.022909490444,-96.2585915,9126,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,1,1
"Murray County, Minnesota, United States",county,,Murray County,Minnesota,United States,44.02216799999999,-95.76352349999999,8194,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,1,1
"Cottonwood County, Minnesota, United States",county,,Cottonwood County,Minnesota,United States,44.02192649999999,-95.1609675,11196,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,5,5
"Winona County, Minnesota, United States",county,,Winona County,Minnesota,United States,44.0199690750993,-91.6818145,50484,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,26,26
"Waseca County, Minnesota, United States",county,,Waseca County,Minnesota,United States,44.0221665,-93.587122,18612,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,3,3
"Steele County, Minnesota, United States",county,,Steele County,Minnesota,United States,44.022418,-93.225989,36649,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,9,9
"Dodge County, Minnesota, United States",county,,Dodge County,Minnesota,United States,44.0226925,-92.86201299999999,20934,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,14,14
"Olmsted County, Minnesota, United States",county,,Olmsted County,Minnesota,United States,44.014681499999995,-92.3839675,158293,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,126,126
"Watonwan County, Minnesota, United States",county,,Watonwan County,Minnesota,United States,43.978472499999995,-94.6143265,10897,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,4,4
"Rock County, Minnesota, United States",county,,Rock County,Minnesota,United States,43.67484097277264,-96.25286399999999,9315,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,0,0
"Nobles County, Minnesota, United States",county,,Nobles County,Minnesota,United States,43.6744675,-95.75283226835525,21629,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,1,1
"Jackson County, Minnesota, United States",county,,Jackson County,Minnesota,United States,43.6741695,-95.15443851305965,9846,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,1,1
"Martin County, Minnesota, United States",county,,Martin County,Minnesota,United States,43.6742145,-94.550839045627,19683,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,36,36
"Houston County, Minnesota, United States",county,,Houston County,Minnesota,United States,43.673751499999995,-91.47393,18600,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,1,1
"Faribault County, Minnesota, United States",county,,Faribault County,Minnesota,United States,43.6738295,-93.94812768831589,13653,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,4,4
"Fillmore County, Minnesota, United States",county,,Fillmore County,Minnesota,United States,43.6743470844976,-92.08959121142959,21067,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,10,10
"Freeborn County, Minnesota, United States",county,,Freeborn County,Minnesota,United States,43.6738995,-93.3488625190229,30281,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,21,21
"Mower County, Minnesota, United States",county,,Mower County,Minnesota,United States,43.6741155,-92.74923590618843,40062,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,22,22
"Minnesota, United States",state,,,Minnesota,United States,46.442,-93.396,5639632,https://services1.arcgis.com/RQG3sksSXcoDoIfj/arcgis/rest/services/MN_COVID19_County_Tracking_Public_View/FeatureServer/0/query?f=json&where=1%3D1&returnGeometry=false&outFields=*,county,America/Chicago,1335,1335
"Clark County, Missouri, United States",county,,Clark County,Missouri,United States,40.4312006593197,-91.68511699999999,6797,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,1,1
"Atchison County, Missouri, United States",county,,Atchison County,Missouri,United States,40.423457,-95.47620599999999,5143,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,1,1
"Scotland County, Missouri, United States",county,,Scotland County,Missouri,United States,40.453336853985,-92.14695994946375,4902,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,2,2
"Schuyler County, Missouri, United States",county,,Schuyler County,Missouri,United States,40.470369593724655,-92.533985,4660,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,0,0
"Nodaway County, Missouri, United States",county,,Nodaway County,Missouri,United States,40.3523273822017,-94.90037573420415,22092,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,2,2
"Putnam County, Missouri, United States",county,,Putnam County,Missouri,United States,40.46615008997689,-93.0205075,4696,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,0,0
"Worth County, Missouri, United States",county,,Worth County,Missouri,United States,40.47808068599475,-94.423155,2013,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,1,1
"Mercer County, Missouri, United States",county,,Mercer County,Missouri,United States,40.4222345,-93.5707035,3617,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,0,0
"Harrison County, Missouri, United States",county,,Harrison County,Missouri,United States,40.3552466845332,-93.99778202233679,8352,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,6,6
"Gentry County, Missouri, United States",county,,Gentry County,Missouri,United States,40.21079949999999,-94.410416,6571,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,1,1
"Sullivan County, Missouri, United States",county,,Sullivan County,Missouri,United States,40.209496,-93.11126349999999,6089,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,0,0
"Adair County, Missouri, United States",county,,Adair County,Missouri,United States,40.1918575,-92.6006275,25343,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,11,11
"Knox County, Missouri, United States",county,,Knox County,Missouri,United States,40.126090999999995,-92.14752099999998,3959,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,0,0
"Holt County, Missouri, United States",county,,Holt County,Missouri,United States,40.063088920605594,-95.27181317136649,4403,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,0,0
"Grundy County, Missouri, United States",county,,Grundy County,Missouri,United States,40.112578,-93.562986,9850,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,0,0
"Lewis County, Missouri, United States",county,,Lewis County,Missouri,United States,40.1012439576787,-91.69410175043134,9776,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,0,0
"Andrew County, Missouri, United States",county,,Andrew County,Missouri,United States,39.97500099999999,-94.83177,17712,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,0,0
"Daviess County, Missouri, United States",county,,Daviess County,Missouri,United States,39.96065,-93.988896,8278,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,0,0
"DeKalb County, Missouri, United States",county,,DeKalb County,Missouri,United States,39.892548,-94.404417,12547,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,3,3
"Macon County, Missouri, United States",county,,Macon County,Missouri,United States,39.821701,-92.572901,15117,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,2,2
"Linn County, Missouri, United States",county,,Linn County,Missouri,United States,39.868643,-93.1061425,11920,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,3,3
"Livingston County, Missouri, United States",county,,Livingston County,Missouri,United States,39.7895065,-93.5116795,15227,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,1,1
"Shelby County, Missouri, United States",county,,Shelby County,Missouri,United States,39.7783015,-92.06983449999998,5930,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,1,1
"Marion County, Missouri, United States",county,,Marion County,Missouri,United States,39.802939499999994,-91.5767124879506,28530,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,0,0
"Buchanan County, Missouri, United States",county,,Buchanan County,Missouri,United States,39.675697,-94.85738599999999,87364,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,20,20
"Caldwell County, Missouri, United States",county,,Caldwell County,Missouri,United States,39.656756,-93.98338999999999,9020,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,1,1
"Clinton County, Missouri, United States",county,,Clinton County,Missouri,United States,39.6009385,-94.404109,20387,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,10,10
"Chariton County, Missouri, United States",county,,Chariton County,Missouri,United States,39.464305499999995,-92.98832949999999,7426,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,4,4
"Ralls County, Missouri, United States",county,,Ralls County,Missouri,United States,39.502604,-91.4482395,10309,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,1,1
"Monroe County, Missouri, United States",county,,Monroe County,Missouri,United States,39.50102699999999,-92.010981,8644,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,0,0
"Carroll County, Missouri, United States",county,,Carroll County,Missouri,United States,39.41094699999999,-93.431834,8679,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,0,0
"Pike County, Missouri, United States",county,,Pike County,Missouri,United States,39.3688035,-91.09081499999999,18302,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,5,5
"Randolph County, Missouri, United States",county,,Randolph County,Missouri,United States,39.4283595,-92.504119,24748,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,8,8
"Ray County, Missouri, United States",county,,Ray County,Missouri,United States,39.33074,-93.985489,23018,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,7,7
"Platte County, Missouri, United States",county,,Platte County,Missouri,United States,39.343225000000004,-94.85163399999999,104418,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,23,23
"Clay County, Missouri, United States",county,,Clay County,Missouri,United States,39.282959,-94.408998,249948,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,40,40
"Audrain County, Missouri, United States",county,,Audrain County,Missouri,United States,39.20342599999999,-91.861752,25388,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,0,0
"Saline County, Missouri, United States",county,,Saline County,Missouri,United States,39.169796,-93.1728005,22761,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,18,18
"Howard County, Missouri, United States",county,,Howard County,Missouri,United States,39.1555615,-92.68773049999999,10001,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,1,1
"Boone County, Missouri, United States",county,,Boone County,Missouri,United States,38.945981,-92.3372425,180463,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,77,77
"Lincoln County, Missouri, United States",county,,Lincoln County,Missouri,United States,39.049049,-90.96492854026334,59013,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,25,25
"Lafayette County, Missouri, United States",county,,Lafayette County,Missouri,United States,39.1007525,-93.795704,32708,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,28,28
"Jackson County, Missouri, United States",county,,Jackson County,Missouri,United States,39.03504099999999,-94.3565785,703011,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,476,476
"Montgomery County, Missouri, United States",county,,Montgomery County,Missouri,United States,38.9121295,-91.4537015,11551,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,6,6
"Callaway County, Missouri, United States",county,,Callaway County,Missouri,United States,38.8109475,-91.9300445,44743,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,21,21
"Warren County, Missouri, United States",county,,Warren County,Missouri,United States,38.7701535,-91.18858649999999,35649,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,11,11
"Cooper County, Missouri, United States",county,,Cooper County,Missouri,United States,38.872279999999996,-92.7791755,17709,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,3,3
"St. Charles County, Missouri, United States",county,,St. Charles County,Missouri,United States,38.750949,-90.536784,402022,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,298,298
"Johnson County, Missouri, United States",county,,Johnson County,Missouri,United States,38.7470595,-93.81155249999999,54062,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,36,36
"Pettis County, Missouri, United States",county,,Pettis County,Missouri,United States,38.724579,-93.281598,42339,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,4,4
"Cass County, Missouri, United States",county,,Cass County,Missouri,United States,38.64632949999999,-94.3385910226401,105780,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,27,27
"Moniteau County, Missouri, United States",county,,Moniteau County,Missouri,United States,38.67495649999999,-92.6115875,16132,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,3,3
"St. Louis City, Missouri, United States",county,,St. Louis City,Missouri,United States,38.65321937459,-90.24257592388109,300576,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,536,536
"Osage County, Missouri, United States",county,,Osage County,Missouri,United States,38.497615499999995,-91.9180235,13615,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,4,4
"Gasconade County, Missouri, United States",county,,Gasconade County,Missouri,United States,38.43295,-91.50522899999999,14706,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,2,2
"Morgan County, Missouri, United States",county,,Morgan County,Missouri,United States,38.440726,-92.8514405,20627,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,1,1
"Cole County, Missouri, United States",county,,Cole County,Missouri,United States,38.5309215,-92.2493425,76745,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,35,35
"Franklin County, Missouri, United States",county,,Franklin County,Missouri,United States,38.456217499999994,-91.0507265,103967,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,68,68
"Henry County, Missouri, United States",county,,Henry County,Missouri,United States,38.384226999999996,-93.793122,21824,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,2,2
"Benton County, Missouri, United States",county,,Benton County,Missouri,United States,38.2989335,-93.2912785,19443,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,3,3
"Jefferson County, Missouri, United States",county,,Jefferson County,Missouri,United States,38.2526545,-90.51506849999998,225081,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,107,107
"Bates County, Missouri, United States",county,,Bates County,Missouri,United States,38.251809677061004,-94.33199199999999,16172,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,6,6
"Miller County, Missouri, United States",county,,Miller County,Missouri,United States,38.223648,-92.43862899999999,25619,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,0,0
"Maries County, Missouri, United States",county,,Maries County,Missouri,United States,38.151616000000004,-91.9141635,8697,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,2,2
"Washington County, Missouri, United States",county,,Washington County,Missouri,United States,37.97044149999999,-90.8699985,24730,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,1,1
"Crawford County, Missouri, United States",county,,Crawford County,Missouri,United States,37.95415799999999,-91.31494699999999,23920,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,4,4
"Camden County, Missouri, United States",county,,Camden County,Missouri,United States,38.036138,-92.74421949999999,46305,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,26,26
"St. Clair County, Missouri, United States",county,,St. Clair County,Missouri,United States,38.023854,-93.7814775,9397,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,2,2
"Phelps County, Missouri, United States",county,,Phelps County,Missouri,United States,37.876191,-91.7771415,44573,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,1,1
"Ste. Genevieve County, Missouri, United States",county,,Ste. Genevieve County,Missouri,United States,37.8987204708153,-90.19197199999999,17894,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,6,6
"Hickory County, Missouri, United States",county,,Hickory County,Missouri,United States,37.937929999999994,-93.319651,9544,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,0,0
"Vernon County, Missouri, United States",county,,Vernon County,Missouri,United States,37.849888929207594,-94.33813,20563,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,3,3
"St. Francois County, Missouri, United States",county,,St. Francois County,Missouri,United States,37.859083,-90.3792055,67215,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,20,20
"Pulaski County, Missouri, United States",county,,Pulaski County,Missouri,United States,37.811860499999995,-92.217417,52607,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,10,10
"Perry County, Missouri, United States",county,,Perry County,Missouri,United States,37.7358907611098,-89.81135499999999,19136,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,31,31
"Cedar County, Missouri, United States",county,,Cedar County,Missouri,United States,37.736838,-93.84243699999999,14349,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,5,5
"Dallas County, Missouri, United States",county,,Dallas County,Missouri,United States,37.6596105,-93.01883049999999,16878,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,2,2
"Laclede County, Missouri, United States",county,,Laclede County,Missouri,United States,37.68434,-92.55438899999999,35723,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,0,0
"Polk County, Missouri, United States",county,,Polk County,Missouri,United States,37.623319499999994,-93.40281099999999,32149,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,1,1
"Dent County, Missouri, United States",county,,Dent County,Missouri,United States,37.603281499999994,-91.481225,15573,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,0,0
"Iron County, Missouri, United States",county,,Iron County,Missouri,United States,37.505461999999994,-90.8450445,10125,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,0,0
"Madison County, Missouri, United States",county,,Madison County,Missouri,United States,37.47786599999999,-90.3441325,12088,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,1,1
"Barton County, Missouri, United States",county,,Barton County,Missouri,United States,37.5014337887824,-94.345575,11754,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,0,0
"Bollinger County, Missouri, United States",county,,Bollinger County,Missouri,United States,37.319698,-90.0421765,12133,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,3,3
"Cape Girardeau County, Missouri, United States",county,,Cape Girardeau County,Missouri,United States,37.364545,-89.643924,78871,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,26,26
"Reynolds County, Missouri, United States",county,,Reynolds County,Missouri,United States,37.327087999999996,-91.024337,6270,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,2,2
"Texas County, Missouri, United States",county,,Texas County,Missouri,United States,37.327084,-91.9494435,25398,https://opendata.arcgis.com/datasets/6f2a47a25872470a815bcd95f52c2872_0.csv,county,America/Chicago,0,0
